@relation C__Users_Haomeng_Desktop_Creativity_of_emoticon_recognition_emoticons

@attribute text string
@attribute @@class@@ {negative,positive,undefined}

@data
'#HillaryClinton #StopGunViolence #MomsDemand #OathKeepers #Repeal2A #Hillary2016 #Clinton thought https://t.co/htLlkiCRW4',undefined
'Nothing should make your blood boil more than the political charade that is the #BenghaziCommittee. #ImWithHer  https://t.co/SloY0j4PyS',undefined
'@HillaryClinton Prepping for Tomorrow https://t.co/QAkx8fkStI via @Still4Hill #BenghaziCommittee #HillaryForAmerica #Hillary2016',undefined
'RT @JesusForBernie: How will Bernie work across the aisle? Well, it starts by not calling his Republican colleagues his \"enemies\". #FeelThe…',undefined
'#MomsDemand #NotOneMore #TeaParty #p2 #RepealTheSecondAmendment #Hillary2016 #Benghazi NOTE https://t.co/548NT4jWKQ',undefined
'RT @cnmmichael: R/T @thundley4: #Hillary2016 A liar married to a liar, and worked for a liar. #WhatDifferenceDoesItMake? http://t.co/iJ6jh7…',undefined
'RIVATING CHECK OUT #GunSense #HillaryClinton #Hillary2016 #UCCShooting #OathKeepers #GunOwnership https://t.co/ByRVgeGQYu',undefined
'RT @ConservativeHav: #HillaryClinton maniacally laughing about #Benghazi emails. https://t.co/8j3MRHmcB2\n#CacklingClinton\n#TCOT\n#Disturbing…',undefined
'RT @WashTimes: Andrew Napolitano suggests some questions for #HillaryClinton https://t.co/pqh9jyp5Hc #Benghazi #BenghaziCommittee https://t…',undefined
'RT @IWF: #HillaryClinton to testify before the #BenghaziCommittee and, yes, it makes a difference. https://t.co/SLcmRwCQDK https://t.co/tSN…',undefined
'#RepealTheSecondAmendment #HillaryClinton #Benghazi #StopGunViolence #EndGunViolenceNow #BadGunLaws https://t.co/X8u7lrusdt',undefined
#IMWITHHER,undefined
'The #BenghaziCommittee stinks. Or to put it another way... #morintoon #GOP #TreyGowdy #Hillary2016 #TeaParty https://t.co/torAlASGGi',undefined
'@ImWatchingToo The party that has long bruising nomination fights never win.  The GOP is about to have All Out War over Trump.\n\n#Hillary2016',undefined
'#GunSense #Hillary2016 #OathKeepers #gunowners #HillaryClinton MY GOSH NOTE https://t.co/oSvANmabx1',undefined
'Hitler reacts to #BernieSanders &amp; #HillaryClinton https://t.co/7Ks7z7eC7a #UniteBlue #FeelTheBern #BlackLivesMatter #BLM #Hillary2016',undefined
'RT @MorinToon: The #BenghaziCommittee stinks. Or to put it another way... #morintoon #GOP #TreyGowdy #Hillary2016 #TeaParty https://t.co/to…',undefined
'RT @MorinToon: The #BenghaziCommittee stinks. Or to put it another way... #morintoon #GOP #TreyGowdy #Hillary2016 #TeaParty https://t.co/to…',undefined
'#Hillary2016  https://t.co/txXFrudLuH',undefined
'if the #BenghaziCommittee is on a \"fact-finding mission,\" why are they wasting their time with known liar #HillaryClinton? #KellyFile',undefined
'RT @cnmmichael: R/T @thundley4: #Hillary2016 A liar married to a liar, and worked for a liar. #WhatDifferenceDoesItMake? http://t.co/iJ6jh7…',undefined
'RT @JesusForBernie: How will Bernie work across the aisle? Well, it starts by not calling his Republican colleagues his \"enemies\". #FeelThe…',undefined
'RT @WashTimes: Andrew Napolitano suggests some questions for #HillaryClinton https://t.co/pqh9jyp5Hc #Benghazi #BenghaziCommittee https://t…',undefined
'RT @HlLLARY: #Hillary2016 https://t.co/RxFTlEAzLF',undefined
'MATEROAL #GunSense #RepealThe2nd #Hillary2016 #Everytown #UniversalBackgroundChecks #NoToGunControl https://t.co/YztAIyAbYm',undefined
'RT @MorinToon: The #BenghaziCommittee stinks. Or to put it another way... #morintoon #GOP #TreyGowdy #Hillary2016 #TeaParty https://t.co/to…',undefined
'Benghazi Hearing: Another Hurdle in Hillary’s American Ninja Warrior-Style Campaign — #HillaryMen #Hillary2016  https://t.co/sbWHoKVueP',undefined
'INFO RIVETING #FuckTheNRA #2A #p2 #GunOwnership #Hillary2016 https://t.co/O99m3ChEIb',undefined
'RT @SpreadButter: #Hillary2016  https://t.co/txXFrudLuH',undefined
'#Everytown #GunReform #2ndAmendment #SecondAmendment #pjnet #RepealTheSecondAmendment #HillaryClinton https://t.co/nN7G6uiM8S',undefined
'#KellyFile #HillaryClinton must answr Y she ignored calls 4 extra security, Y there was a stand down in #Benghazi &amp; whose idea was video LIE',undefined
'#Hillary2016 https://t.co/UFiYkueAHG championed strongest defense ever4 #Gay #LGBT Equality/rights in the World https://t.co/KAnvOktja1 #FT',undefined
'RT @michaeljohns: #Obama administration scurries to seal #HillaryClinton #Whitewater indictment:\n\nhttps://t.co/bofAxSLw1T\n\n#Trump2016 #NoHi…',undefined
'#MyGovHillary #HillaryClinton to want Strong Families #USA in #Colorado Watkins - https://t.co/CIIspsmKUO https://t.co/DTgZAcngTN',undefined
'RT @SpreadButter: #Hillary2016  https://t.co/txXFrudLuH',undefined
'#Hillary2016 #ImWithHer https://t.co/gcBLJufjSs',undefined
'RT @JesusForBernie: How will Bernie work across the aisle? Well, it starts by not calling his Republican colleagues his \"enemies\". #FeelThe…',undefined
'#Repeal2A #Hillary2016 #HonorWithAction #2ndAmendment #pjnet #RepealTheSecondAmendment #Hillary2016 https://t.co/kMmrJzROwz',undefined
'@LilMissRightie [And #HillaryClinton is the man of the year ; right?]',undefined
'#BernieSanders &amp; #HillaryClinton talked #cannabis legalization at the 1st Democratic presidential debate https://t.co/LD6TRfaIIU',undefined
'\"What Difference does it make?\" #HillaryClinton \n#Hillary2016 #Benghazi #KellyFile Americans died It matters Theres a difference #NoMoreLies',undefined
'RT @SpreadButter: #Hillary2016  https://t.co/txXFrudLuH',undefined
'#HillaryClinton #Hillary2016 #OathKeepers #SecondAmendment #Repeal2A news https://t.co/bdWBaX6aN4',undefined
'intriguing #HillaryClinton #Hillary2016 #MomsDemand #EndGunViolenceNow #2A #SecondAmendment https://t.co/nIKtQH6DlH',undefined
'RT @ObamaAgenda: .@HillaryforNH @HillaryClinton A stalwart of the #ProAbortion movement. Who better for killing babies and the odd #Ambassa…',undefined
'RIVETING #GunSense #RepealTheSecondAmendment #HillaryClinton #HillaryEmail #UCCShooting https://t.co/rSFIyGZwv4',undefined
'RT @opticspolitics: #maddow Rachel, the next one to succeed @Potus is pictured to his left. #UniteBlue2016 #ImWithHer https://t.co/Yf0XbMM7…',undefined
'#HillaryClinton #Hillary2016 #StopGunViolence #GunControl #MomsDemand #WhateverItTakes #BadGunLaws https://t.co/9B6yDuOiU2',undefined
'instead of labeling it a media conspiracy, can we just accept that America is ready for Hillary? #ImWithHer',undefined
'#HillaryClinton #OathKeepers #pjnet #NRA #RepealTheSecondAmendment #Repeal2A HOLY COW https://t.co/vuS20y3T31',undefined
#ImWithHer,undefined
'RT @WashTimes: Andrew Napolitano suggests some questions for #HillaryClinton https://t.co/pqh9jyp5Hc #Benghazi #BenghaziCommittee https://t…',undefined
'#GunSense #HillaryClinton #Clinton #MomsDemand #BackgroundCheck #Confiscation #FuckTheNRA https://t.co/DgS9PKzcRz',undefined
'I always had doubts abt #HillaryClinton.. glad i still have them',undefined
'RT @Lee_in_Iowa: Glad #Hillary2016 supporters are slapping back. House GOP SLASHED embassy security, ducking blame ever since. https://t.co…',undefined
'#RepealThe2nd #Hillary2016 #Clinton #StopGunViolence #UniversalBackgroundChecks #BackgroundCheck #2A https://t.co/y2WbLFBObv',undefined
'RT @WashTimes: Andrew Napolitano suggests some questions for #HillaryClinton https://t.co/pqh9jyp5Hc #Benghazi #BenghaziCommittee https://t…',undefined
'RT @AlWilson725: @HillaryClinton What difference at this point does it make? #HillaryClinton',undefined
'#HillaryClinton #Benghazi #Everytown #Confiscation #NoToGunControl #gunowners #HillaryEmail wow wow https://t.co/XrrPVv4xI8',undefined
'Happy Birthday to the one and only Big Joe #Hillary2016 https://t.co/FscSQhbCyc',undefined
'#GunSense #Clinton #Confiscation #FuckTheNRA #MassShooting #GunReform #Hillary2016 #Benghazi MY https://t.co/Jcugu8wcdb',undefined
'Andrew Napolitano suggests some questions for #HillaryClinton https://t.co/gORuyBE3q7 #Benghazi #BenghaziCommittee …',undefined
'RT: @rosevine3 \n#FeelTheBern against #Monsanto &amp; their candidate #HillaryClinton  https://t.co/UdESuuKGJz',undefined
'#gunsense #HillaryClinton #Hillary2016 #StopGunViolence #UniversalBackgroundChecks #TeaParty #SecondAmendment https://t.co/SF0LUteHEN',undefined
'#gunsense #Hillary2016 #NotOneMore #FuckTheNRA #SecondAmendment #RepealThe2nd #Repeal2A INTARESTING CHECK IT OUT https://t.co/PZVzuE50ir',undefined
'#gunsense #RepealTheSecondAmendment #HillaryClinton #GunControl #NoToGunControl #TeaParty #SecondAmendment https://t.co/HP5hEaYKtd',undefined
'#gunsense #Everytown #GunReform #2ndAmendment #SecondAmendment #pjnet #RepealTheSecondAmendment #HillaryClinton https://t.co/jTn1BGmKbt',undefined
'#gunsense #HillaryClinton #Hillary2016 #OathKeepers #SecondAmendment #Repeal2A news https://t.co/TFhonYFgtQ',undefined
'#gunsense intriguing #HillaryClinton #Hillary2016 #MomsDemand #EndGunViolenceNow #2A #SecondAmendment https://t.co/8WnOUWQcsL',undefined
'#HillaryClinton makes available a free copy of her Chapter 17 on #Benghazi from her memoire #HardChoices https://t.co/DAJzM3gOoO',undefined
'#Repeal2A #Hillary2016 #Benghazi #StopGunViolence #FuckTheNRA #EndGunViolenceNow #HillaryEmail https://t.co/J5kLrvMcsn',undefined
'RT @FlyoverCulture: These are the people we must defeat. @HillaryClinton @BernieSanders #FeelTheBern  #Hillary2016 #tcot https://t.co/IpcRA…',undefined
'RT @rossssc: If your attacking #HillaryClinton OR #BernieSanders over some stupid Ass crap #MSNBC #CNN are \"Reporting\" about Joe Biden, You…',undefined
'#RepealThe2nd #HillaryClinton #Confiscation #RepealTheSecondAmendment NOTE https://t.co/fBPYF3U6qX',undefined
'RT @WashTimes: . @MonicaCrowley on #Benghazi, lies and videotape https://t.co/t15LuePx10 #BenghaziCommittee #Hillary2016 https://t.co/h1xbl…',undefined
'G0LLY #Repeal2A #Hillary2016 #GunControl #Everytown #MomsDemand #WhateverItTakes #NotOneMore https://t.co/bdkOs2Pl9V',undefined
'RT @IWF: #HillaryClinton to testify before the #BenghaziCommittee and, yes, it makes a difference. https://t.co/SLcmRwCQDK https://t.co/tSN…',undefined
'@HillaryClinton #ImWithHer #LatinosForHillary #HillaryforAmerica #supportinghillary #donate https://t.co/YT0cWQJegP',undefined
'FASCINATONG NEWS #RepealTheSecondAmendment #HillaryClinton #Benghazi #2A #pjnet https://t.co/QZi4UYnqoV',undefined
'.@HillaryClinton is ALREADY  working for votes and support in Alabama despite what @CroweJam writes https://t.co/4ofbiTT2AH #ImWithHer',undefined
'RT @nanderrp: #Hillary2016 https://t.co/ayAH9JIsvz',undefined
'RT: @rosevine3 \n#FeelTheBern against #Monsanto &amp; their candidate #Hillary2016  https://t.co/K6tpx01qbW',undefined
'RT @Lee_in_Iowa: Glad #Hillary2016 supporters are slapping back. House GOP SLASHED embassy security, ducking blame ever since. https://t.co…',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State: https://t.co/jnCOzH4HCA',undefined
'#Repeal2A #Everytown #WhateverItTakes #UniversalBackgroundChecks #pjnet #NRA #Repeal2A #Hillary2016 https://t.co/4dwbziXNEY',undefined
'RT @MorinToon: The #BenghaziCommittee stinks. Or to put it another way... #morintoon #GOP #TreyGowdy #Hillary2016 #TeaParty https://t.co/to…',undefined
'RT @XManSV: intriguing #HillaryClinton #Hillary2016 #MomsDemand #EndGunViolenceNow #2A #SecondAmendment https://t.co/nIKtQH6DlH',undefined
'GOSH NEWS #GunSense #HillaryClinton #Hillary2016 #MassShooting #BadGunLaws #2A #RKBA #p2 https://t.co/VgKWQRuzAU',undefined
'RT @Hillary4AL: .@HillaryClinton is ALREADY  working for votes and support in Alabama despite what @CroweJam writes https://t.co/4ofbiTT2AH…',undefined
'OMG LOOK #HillaryClinton #Clinton #EndGunViolenceNow #TeaParty #p2 #pjnet #gunowners https://t.co/GBGYNhjKod',undefined
'RT @XManSV: #Repeal2A #Hillary2016 #Clinton #UniversalBackgroundChecks #Confiscation #OathKeepers wow wow https://t.co/NtP2RXpj1H',undefined
'If the #BenghaziCommittee is on a #benghaziwitchhunt with their #BenghaziHearings then they will find #HillaryClinton tomorrow.',undefined
'#NowPlaying #BreakingNews: #HILLARY2016 - https://t.co/IvSFroRCVL https://t.co/wbfyY1eBTh',undefined
'wow wow #RepealTheSecondAmendment #HillaryClinton #StopGunViolence #UCCShooting https://t.co/s7aqSCOZMr',undefined
'#Bernie Supports raising the minimum wage to a livable wage\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/ATu5Bi1ZN0',undefined
'RT @JesusForBernie: How will Bernie work across the aisle? Well, it starts by not calling his Republican colleagues his \"enemies\". #FeelThe…',undefined
'#HillaryClinton #StopGunViolence #UniversalBackgroundChecks #FuckTheNRA #2A #GunOwnership https://t.co/jiVIotOPq9',undefined
'RT @cnmmichael: R/T @thundley4: #Hillary2016 A liar married to a liar, and worked for a liar. #WhatDifferenceDoesItMake? http://t.co/iJ6jh7…',undefined
'RT @XManSV: GOSH NEWS #GunSense #HillaryClinton #Hillary2016 #MassShooting #BadGunLaws #2A #RKBA #p2 https://t.co/VgKWQRuzAU',undefined
'RT @XManSV: #HillaryClinton #Hillary2016 #StopGunViolence #GunControl #MomsDemand #WhateverItTakes #BadGunLaws https://t.co/9B6yDuOiU2',undefined
'Looking forward 2 joining @davidwebbshow 2nite. Will preview #HillaryClinton testimony in front of @HouseBenghazi tomorrow. @SiriusXMPatriot',undefined
'MATERIAL STRIKING #HillaryClinton #Clinton #GunControl #Everytown #EndGunViolenceNow #TeaParty #RKBA https://t.co/Y0RGWiZ6wj',undefined
'.@HillaryClinton has what it takes to lead, and #ImWithHer. Watch the video on her time as Secretary of State:\n https://t.co/WQie97w6KK',undefined
'#JoeBiden’s decision to stay on the sidelines,...  #HillaryClinton #LasVegas https://t.co/ln7W2juaR3 https://t.co/hMYbPdu6er',undefined
'Must-read @nytimes story on how #HillaryClinton has repeatedly changed her story on her emails\nhttps://t.co/wCb8MngmOC #Benghazi',undefined
'RT @XManSV: #HillaryClinton #Hillary2016 #StopGunViolence #GunControl #MomsDemand #WhateverItTakes #BadGunLaws https://t.co/9B6yDuOiU2',undefined
'RT @IN4Hillary: Nothing should make your blood boil more than the political charade that is the #BenghaziCommittee. #ImWithHer  https://t.c…',undefined
'RT @Will_J_Bryan: RT: @rosevine3 \n#FeelTheBern against #Monsanto &amp; their candidate #HillaryClinton  https://t.co/UdESuuKGJz',undefined
'RT: @rosevine3 \n#FeelTheBern against #Monsanto &amp; #HillaryClinton  https://t.co/Ui8twyHU8F',undefined
'RT @WashTimes: Andrew Napolitano suggests some questions for #HillaryClinton https://t.co/pqh9jyp5Hc #Benghazi #BenghaziCommittee https://t…',undefined
'RT @XManSV: GOSH NEWS #GunSense #HillaryClinton #Hillary2016 #MassShooting #BadGunLaws #2A #RKBA #p2 https://t.co/VgKWQRuzAU',undefined
'INTRIGUING CHECK IT OUT #GunSense #RepealTheSecondAmendment #Hillary2016 #Clinton #BackgroundCheck https://t.co/pNWQfhW0L0',undefined
'#GunSense #Hillary2016 #Clinton #Everytown #NotOneMore #BackgroundCheck #GunReform #TeaParty https://t.co/vcY43MePMr',undefined
'RT @Will_J_Bryan: RT: @rosevine3 \n#FeelTheBern against #Monsanto &amp; their candidate #Hillary2016  https://t.co/K6tpx01qbW',undefined
'engrossing look #HillaryClinton #HillaryEmail #Everytown #GunRights #HillaryEmail https://t.co/8CoVhEtb7X',undefined
'2 a.m.: Hicks informs Secretary of State #HillaryClinton that they need to evacuate all Americans from Benghazi. Tell  the #TRUTH #benghazi',undefined
'notice #Repeal2A #HillaryClinton #BackgroundCheck #2A #RKBA #Benghazi https://t.co/Iko5ElaMkz',undefined
'@Socarides @FoxNews @megynkelly Hopefully for the last time. Go back to CNN and MSNBC. The Benghazi Fallen deserve much better.#Hillary2016',undefined
'HOLY C0W LOWDOWN #GunSense #RepealTheSecondAmendment #HillaryClinton #Benghazi #Everytown #NotOneMore https://t.co/glZXvAEk3Z',undefined
'Looking forward to hearing @NatSecJosh on @SIRIUSXM @SiriusXMPatriot @davidwebbshow at 10pm. #Benghazi #HillaryClinton #accountability',undefined
'RT @MorinToon: The #BenghaziCommittee stinks. Or to put it another way... #morintoon #GOP #TreyGowdy #Hillary2016 #TeaParty https://t.co/to…',undefined
'GOLLY SCOOP #GunSense #RepealTheSecondAmendment #BackgroundCheck #GunRights #RKBA #HillaryClinton https://t.co/cSodMbhCYY',undefined
'RT @Will_J_Bryan: RT: @rosevine3 \n#FeelTheBern against #Monsanto &amp; #HillaryClinton  https://t.co/Ui8twyHU8F',undefined
'RT: @VirginiaInCal \n#FeelTheBern against #Monsanto &amp; their candidate #Hillary2016  https://t.co/yW4grSViG2',undefined
'RT @TheEnrightGroup: Looking forward to hearing @NatSecJosh on @SIRIUSXM @SiriusXMPatriot @davidwebbshow at 10pm. #Benghazi #HillaryClinton…',undefined
'RT @XManSV: engrossing look #HillaryClinton #HillaryEmail #Everytown #GunRights #HillaryEmail https://t.co/8CoVhEtb7X',undefined
'#ImWithHer #Hillary2016 https://t.co/7oDuP0gyzk',undefined
'RT @Will_J_Bryan: RT: @rosevine3 \n#FeelTheBern against #Monsanto &amp; their candidate #Hillary2016  https://t.co/K6tpx01qbW',undefined
'Embarrassing to see #HillaryClinton laugh when the topic is #Benghazi. Has she no shame. And you want to put her in the #WH?',undefined
'#HillaryClinton #MassShooting #2A #2ndAmendment #Hillary2016 RIVETING SCOOP https://t.co/o06NHCubwC',undefined
'RT @Raiders4Hillary: The #WestTexasForHillary is in session. #RR4H #FeelTheHill #ImWithHer #TexansForHillary https://t.co/z0G1zldJAC',undefined
'RT @Will_J_Bryan: RT: @VirginiaInCal \n#FeelTheBern against #Monsanto &amp; their candidate #Hillary2016  https://t.co/yW4grSViG2',undefined
'https://t.co/Jpo8Z3kNRP\n\nHow Monsanto, Exxon Mobil, &amp; more Lobbyists Are Bundling Funds For #HILLARY2016 https://t.co/wlJzARk1c3',undefined
'#FEELTHEBERN #Bernie2016 #Hillary2016 https://t.co/6GGXfUI9v7',undefined
'#GunSense #HillaryClinton #Benghazi #HillaryEmail #WhateverItTakes #Confiscation #NoToGunControl https://t.co/G8SM0vZ9ox',undefined
'.@peterdaou https://t.co/zdd7sLH2qP  @kurteichenwald #Benghazi #HillaryMen #HillaryClinton',undefined
'RT @tgradous: #HillaryClinton Comes Out In Favor of Mandatory #Gun Confiscation http://t.co/4MGsbAlJKp\n\n#WarOnWomen\n#WarOn #2A http://t.co/…',undefined
'RT @HlLLARY: #Hillary2016 https://t.co/RxFTlEAzLF',undefined
'WTF MESSAGE #GunSense #RepealThe2nd #Hillary2016 #Clinton #Everytown #BackgroundCheck #TeaParty https://t.co/Fc5jzgbXki',undefined
'Indeed‼�? #UniteBlue #ImWithHer @HillaryClinton  https://t.co/AGQwpPVwfP',undefined
'#RepealTheSecondAmendment #HillaryClinton #Hillary2016 #Benghazi #Clinton #2ndAmendment https://t.co/ld2k9KMR54',undefined
'RT @MorinToon: The #BenghaziCommittee stinks. Or to put it another way... #morintoon #GOP #TreyGowdy #Hillary2016 #TeaParty https://t.co/to…',undefined
'wtf news #DoSomething #RepealThe2nd #RepealTheSecondAmendment #Hillary2016 #Everytown https://t.co/YeQnMfqbGo',undefined
'#Everytown #NotOneMore #BackgroundCheck #RepealTheSecondAmendment #Repeal2A #HillaryClinton striking https://t.co/uVcDPpzCsF',undefined
'RT @MorinToon: The #BenghaziCommittee stinks. Or to put it another way... #morintoon #GOP #TreyGowdy #Hillary2016 #TeaParty https://t.co/to…',undefined
'RT @HlLLARY: #Hillary2016 https://t.co/RxFTlEAzLF',undefined
'omg look at this #RepealTheSecondAmendment #StopGunViolence #GunControl #Everytown #Hillary2016 https://t.co/NWV6QRBaab',undefined
'RT @RockyJeterWebb: @HillaryClinton #Hillary2016',undefined
'.He should weigh heavily......he received #HillaryClinton classified emails as SOS. https://t.co/MVgTiQjPHF',undefined
'#GunSense #RepealTheSecondAmendment #Hillary2016 #Benghazi #Everytown #NotOneMore #MassShooting https://t.co/GqnRwcSBG4',undefined
'October is Domestic Violence Awareness #domesticviolence #HillaryClinton #LadyGaga #Ellen #Obama #GMA @PatrickDati https://t.co/6nYSi7jlBq',undefined
'RT @Seanster2: #HillaryClinton https://t.co/yZ6N1zt5HX',undefined
'RT @Lee_in_Iowa: Glad #Hillary2016 supporters are slapping back. House GOP SLASHED embassy security, ducking blame ever since. https://t.co…',undefined
'WOW WOW INFORMATION #HillaryClinton #Hillary2016 #MomsDemand #WhateverItTakes #EndGunViolenceNow #NRA https://t.co/DQBp1oIFCN',undefined
'The main difference between #JoeBiden and #HillaryClinton is that Joe is honest.',undefined
'@DaSoulolife You on the other hand, start ranting things all because I said #ImWithHer . Spitting useless slandering at Hillary (1/2)',undefined
'#BackgroundCheck #EndGunViolenceNow #OathKeepers #2A #RepealTheSecondAmendment #HillaryClinton MESSAGE https://t.co/ZXg3DVQBvK',undefined
'information #HillaryClinton #Hillary2016 #NotOneMore #UniversalBackgroundChecks #BackgroundCheck https://t.co/djeWdtoMKZ',undefined
'#HillaryClinton #Hillary2016 #Clinton #Everytown #MomsDemand #NotOneMore #BadGunLaws #p2 N0TE YEOW https://t.co/THXpIwPusf',undefined
'RT @yacoub_sylvia: Join Kicky, @katyperry, &amp; @billclinton at the HRC rally here: https://t.co/kauCnE11EP @HillaryforIA #Hillary2016 #JJ htt…',undefined
'#RepealThe2nd #GunControl #2A #RKBA #RepealThe2nd #Hillary2016 #Benghazi GRIPPING DATA https://t.co/gbFApP7ets',undefined
'Now #Democrats must choose b/w old socialist and Mrs. suspicion. \n\n#JoeBiden #HillaryClinton #BernieSanders  https://t.co/rZmMToXnMr',undefined
'Larry Wilmore for president: Keeping https://t.co/X3rde5MZm9 #donaldtrump #hillaryclinton #News #Startups #HowTo #DIY #Android #HowTo #Apps',undefined
'RT @MorinToon: The #BenghaziCommittee stinks. Or to put it another way... #morintoon #GOP #TreyGowdy #Hillary2016 #TeaParty https://t.co/to…',undefined
'RT @delegate4hillar: #ImWithHer #Hillary2016 http://t.co/K9z1xU6f1E',undefined
'Mother of #BenghaziVictim Blasts #HillaryClinton: ‘She’s Absolutely Lying’ [VIDEO] https://t.co/DDj2dXMLv9',undefined
'RT @XManSV: intriguing #HillaryClinton #Hillary2016 #MomsDemand #EndGunViolenceNow #2A #SecondAmendment https://t.co/nIKtQH6DlH',undefined
'RT @007ticktock: #ImWithHer #Hillary2016 at debate watch party http://t.co/mRJkudHI8M',undefined
'#DoSomething #NotOneMore #NoToGunControl #MassShooting #OathKeepers #RKBA #Hillary2016 interesting https://t.co/w6hM6CI42o',undefined
'#HillaryClinton #Hillary2016 #StopGunViolence #GunReform #BadGunLaws #TeaParty #GunRights #RKBA https://t.co/4U95h2kN2f',undefined
'UdemyStartups: Larry Wilmore for president: Keeping https://t.co/sZRcdsICWV #donaldtrump #hillaryclinton #News #Startups #HowTo #DIY #Andr…',undefined
'data gosh #GunSense #NotOneMore #BackgroundCheck #GunReform #TeaParty #2ndAmendment #Hillary2016 https://t.co/Ir3ZJrXaS1',undefined
'@RealDrGina  @realDonaldTrump Nothing is going to help #HillaryClinton A liar is a liar you can run but not hide All will be revealed',undefined
'STIMULATING #HillaryClinton #MomsDemand #NotOneMore #BadGunLaws #2ndAmendment #pjnet #gunowners https://t.co/Li0msgGcGw',undefined
'RT @007ticktock: #ImWithHer #Hillary2016 at debate watch party http://t.co/mRJkudHI8M',undefined
'RT @delegate4hillar: #ImWithHer #Hillary2016 http://t.co/K9z1xU6f1E',undefined
'check it out stimulatong #Repeal2A #Hillary2016 #Clinton #MomsDemand #RKBA #RepealTheSecondAmendment https://t.co/yPuhU5FfD0',undefined
'check it out #GunSense #Hillary2016 #StopGunViolence #MomsDemand #NoToGunControl #TeaParty https://t.co/vZyE6ooNEj',undefined
'RT @BernieVerse: #Bernie Supports raising the minimum wage to a livable wage\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/ATu5Bi1ZN0',undefined
'I uploaded a new track, \"The News Headlines 10/21/15\", on #spreaker #bencarson #biden2016 #hillaryclinton #trudeau https://t.co/aqhCfKg3uw',undefined
'thought provoking #Repeal2A #Hillary2016 #MomsDemand #FuckTheNRA #GunReform #2ndAmendment https://t.co/MAHVQd6MZJ',undefined
'RT @BernieVerse: #Bernie Supports raising the minimum wage to a livable wage\n #Election2016 #Bernie2016 #Hillary2016 https://t.co/ATu5Bi1ZN0',undefined
'#Repeal2A #Everytown #NoToGunControl #OathKeepers #2ndAmendment #RKBA #Hillary2016 LOWDOWN https://t.co/q0xphL8oF4',undefined
'Justice and Real Progress. #Hillary2016 #HillaryClinton https://t.co/wV5Tzu20Ma',undefined
'stinulating #HillaryClinton #MomsDemand #UniversalBackgroundChecks #Confiscation #GunReform https://t.co/wROU55Miro',undefined
'Join @Tika_LNC @xrams @MsVanessainDC @tom_news2 @francoangelino2 &amp; LNC crew watch #HillaryClinton LIVE ► https://t.co/Tny4iRWDn1\n\n#uniteblue',undefined
'#ImWithHer #GoHillary #RunLikeAWoman #Ready4Hillary #HillaryMen https://t.co/W2bOdiZaCN',undefined
'#ImWithHer #GoHillary #RunLikeAWoman #Ready4Hillary #HillaryMen https://t.co/NoCeFMt3K9',undefined
'#ImWithHer #GoHillary #RunLikeAWoman #Ready4Hillary #HillaryMen https://t.co/nYHrb12jAC',undefined
'RT @007ticktock: #ImWithHer #Hillary2016 at debate watch party http://t.co/mRJkudHI8M',undefined
'RT @XManSV: STIMULATING #HillaryClinton #MomsDemand #NotOneMore #BadGunLaws #2ndAmendment #pjnet #gunowners https://t.co/Li0msgGcGw',undefined
'RT @NCaudill: Who is Hillary going to help if elected? #HillaryClinton #donations http://t.co/EjDPKJU5nI',undefined
'#HillaryClinton also had another buddy, Mrs. Arafat, who she threw under a bus once her #NY senate campaign took off https://t.co/gHlFdiPjvd',undefined
'RT @tlcforjobs: #hillaryclinton put millions of children in poverity, she betrayed children as First Lady. http://t.co/UzEL3Q9rHw',undefined
'RT @XManSV: data gosh #GunSense #NotOneMore #BackgroundCheck #GunReform #TeaParty #2ndAmendment #Hillary2016 https://t.co/Ir3ZJrXaS1',undefined
'#gunsense #gunsense #HillaryClinton #Hillary2016 #StopGunViolence #UniversalBackgroundChecks #TeaParty #SecondAmen… https://t.co/SF0LUteHEN',undefined
'#gunsense #gunsense #Hillary2016 #NotOneMore #FuckTheNRA #SecondAmendment #RepealThe2nd #Repeal2A INTARESTING CHEC… https://t.co/PZVzuE50ir',undefined
'#gunsense #gunsense #RepealTheSecondAmendment #HillaryClinton #GunControl #NoToGunControl #TeaParty #SecondAmendme… https://t.co/HP5hEaYKtd',undefined
'#gunsense #gunsense #HillaryClinton #Hillary2016 #OathKeepers #SecondAmendment #Repeal2A news https://t.co/TFhonYFgtQ',undefined
'#gunsense #gunsense intriguing #HillaryClinton #Hillary2016 #MomsDemand #EndGunViolenceNow #2A #SecondAmendment https://t.co/8WnOUWQcsL',undefined
'#gunsense RT XManSV: intriguing #HillaryClinton #Hillary2016 #MomsDemand #EndGunViolenceNow #2A #SecondAmendment https://t.co/8WnOUWQcsL',undefined
'RT @livenewscloud: Join @Tika_LNC @xrams @MsVanessainDC @tom_news2 @francoangelino2 &amp; LNC crew watch #HillaryClinton LIVE ► https://t.co/Tn…',undefined
'RT @Hillary4Florida: This is the official Florida account for our grassroots team to elect @HillaryClinton. Follow for updates &amp; to get inv…',undefined
